"노선(1)","시점",1종이용대수 (대),2종이용대수 (대)
"중부내륙선","2020.10",6679578,204622
"중부내륙선","2020.11",5971587,203622
"중부내륙선","2020.12",4960631,196777
"중부내륙선","2021.01",4996364,188602
"중부내륙선","2021.02",5550654,171328
"중부내륙선","2021.03",5925080,216576
"중부내륙선","2021.04",6135353,215741
"중부내륙선","2021.05",6541447,201451
"중부내륙선","2021.06",6094830,211579
"중부내륙선","2021.07",6281886,212746
"중부내륙선","2021.08",6370255,193637
"중부내륙선","2021.09",6658328,192560
"중부내륙선","2021.10",6949544,214039
"중부내륙선","2021.11",6186249,210144
"중부내륙선","2021.12",5460608,201624
"중부내륙선","2022.01",5343900,176722
"중부내륙선","2022.02",4802730,157921
"중부내륙선","2022.03",4859365,187890
"중부내륙선","2022.04",5678555,186275
"중부내륙선","2022.05",6199943,192936
"중부내륙선","2022.06",5634506,186554
"중부내륙선","2022.07",5832591,186195
"중부내륙선","2022.08",6048481,183165
"중부내륙선","2022.09",4911265,177980
"중부내륙선","2022.10",6474318,193708
"중부내륙선","2022.11",5814131,197734
"중부내륙선","2022.12",5305642,186661
"중부내륙선","2023.01",5130834,151306
"중부내륙선","2023.02",4973541,167653
"중부내륙선","2023.03",5632805,196831
"중부내륙선","2023.04",5898326,184544
"중부내륙선","2023.05",6196444,195442
"중부내륙선","2023.06",5960310,197649
"중부내륙선","2023.07",5948282,189082
"중부내륙선","2023.08",6203307,190969
"중부내륙선","2023.09",6551083,188294
"중부내륙선","2023.10",6602506,200313
"중부내륙선","2023.11",6015653,204232
"중부내륙선","2023.12",5688462,182540
"영동선","2015.01",14781720,652541
"영동선","2015.02",13730993,554011
"영동선","2015.03",15414006,699326
"영동선","2015.04",15407269,704228
"영동선","2015.05",16718958,669221
"영동선","2015.06",14983250,700546
"영동선","2015.07",16281117,717087
"영동선","2015.08",16702476,639566
"영동선","2015.09",16327906,673057
"영동선","2015.10",16581506,722954
"영동선","2015.11",15451811,668636
"영동선","2015.12",15051581,669493
"영동선","2016.01",14681356,588534
"영동선","2016.02",14232725,528239
"영동선","2016.03",15317004,652349
"영동선","2016.04",15683566,628182
"영동선","2016.05",16322211,621092
"영동선","2016.06",15601614,618996
"영동선","2016.07",15817348,602665
"영동선","2016.08",16625401,603627
"영동선","2016.09",15669088,570591
"영동선","2016.10",16108771,615974
"영동선","2016.11",15258016,618208
"영동선","2016.12",15180503,599906
"영동선","2017.01",14934144,522422
"영동선","2017.02",13803568,519613
"영동선","2017.03",15395391,603208
"영동선","2017.04",15874056,588027
"영동선","2017.05",16748003,604488
"영동선","2017.06",16122717,612807
"영동선","2017.07",15663285,586983
"영동선","2017.08",16114382,583120
"영동선","2017.09",15483053,630545
"영동선","2017.10",15907479,526149
"영동선","2017.11",14806150,604324
"영동선","2017.12",14278900,560768
"영동선","2018.01",13789959,553394
"영동선","2018.02",11851254,466255
"영동선","2018.03",14698991,575394
"영동선","2018.04",14722462,563040
"영동선","2018.05",16283830,593518
"영동선","2018.06",14944058,559373
"영동선","2018.07",15301967,569291
"영동선","2018.08",15733535,550914
"영동선","2018.09",13681221,496562
"영동선","2018.10",15543856,590805
"영동선","2018.11",14654814,563691
"영동선","2018.12",13876853,511406
"영동선","2019.01",13903657,529016
"영동선","2019.02",12509187,417526
"영동선","2019.03",14424651,520412
"영동선","2019.04",14358453,535642
"영동선","2019.05",15119928,540910
"영동선","2019.06",14484293,503736
"영동선","2019.07",14538765,534453
"영동선","2019.08",15508950,512742
"영동선","2019.09",14408829,479334
"영동선","2019.10",15481083,562172
"영동선","2019.11",14681213,535768
"영동선","2019.12",14137124,517782
"영동선","2020.01",13414781,484841
"영동선","2020.02",13890782,523685
"영동선","2020.03",13118821,527992
"영동선","2020.04",13939842,520884
"영동선","2020.05",15107370,508466
"영동선","2020.06",14963956,537133
"영동선","2020.07",15481154,543053
"영동선","2020.08",14831506,497557
"영동선","2020.09",14445454,534202
"영동선","2020.10",15739159,519708
"영동선","2020.11",14597575,522484
"영동선","2020.12",13206190,528059
"영동선","2021.01",12378984,485265
"영동선","2021.02",12963568,436310
"영동선","2021.03",14434567,543823
"영동선","2021.04",14853967,537189
"영동선","2021.05",15691085,521294
"영동선","2021.06",15439866,550308
"영동선","2021.07",15546341,558223
"영동선","2021.08",15690215,523638
"영동선","2021.09",15483896,504274
"영동선","2021.10",16501802,540890
"영동선","2021.11",15455454,547330
"영동선","2021.12",14726822,552618
"영동선","2022.01",14478719,500869
"영동선","2022.02",12975484,446927
"영동선","2022.03",13834329,533374
"영동선","2022.04",15851334,545710
"영동선","2022.05",17005537,558301
"영동선","2022.06",15908099,538344
"영동선","2022.07",16526544,551259
"영동선","2022.08",16632063,553366
"영동선","2022.09",14113310,514262
"영동선","2022.10",17235150,546729
"영동선","2022.11",16044102,560555
"영동선","2022.12",15079412,545646
"영동선","2023.01",13439330,440081
"영동선","2023.02",14598547,495727
"영동선","2023.03",16298731,572338
"영동선","2023.04",16240594,531783
"영동선","2023.05",16887552,554657
"영동선","2023.06",16522727,552014
"영동선","2023.07",16542404,539401
"영동선","2023.08",17011386,550519
"영동선","2023.09",16859037,525367
"영동선","2023.10",17243306,547065
"영동선","2023.11",16195365,558865
"영동선","2023.12",15409430,519318
"제2영동선","2016.11",526425,10123
"제2영동선","2016.12",782532,15631
"제2영동선","2017.01",884232,14102
"제2영동선","2017.02",812428,14704
"제2영동선","2017.03",899635,18206
"제2영동선","2017.04",975442,18457
"제2영동선","2017.05",1076060,19180
"제2영동선","2017.06",1050141,19963
"제2영동선","2017.07",1038217,19230
"제2영동선","2017.08",1177201,19670
"제2영동선","2017.09",1011013,22578
"제2영동선","2017.10",1117092,19554
"제2영동선","2017.11",945517,21431
"제2영동선","2017.12",936085,18818
"제2영동선","2018.01",926664,17885
"제2영동선","2018.02",808261,15133
"제2영동선","2018.03",961021,18428
"제2영동선","2018.04",987502,18296
"제2영동선","2018.05",1062205,18684
"제2영동선","2018.06",1045021,18326
"제2영동선","2018.07",1092933,18231
"제2영동선","2018.08",1233952,18216
"제2영동선","2018.09",968633,16921
"제2영동선","2018.10",1082686,20611
"제2영동선","2018.11",1006694,19043
"제2영동선","2018.12",1006842,16956
"제2영동선","2019.01",992275,17329
"제2영동선","2019.02",982477,13657
"제2영동선","2019.03",1021666,17878
"제2영동선","2019.04",989107,18469
"제2영동선","2019.05",1136885,19725
"제2영동선","2019.06",1123449,18088
"제2영동선","2019.07",1140678,19397
"제2영동선","2019.08",1316290,18545
"제2영동선","2019.09",1092684,17616
"제2영동선","2019.10",1168252,20448
"제2영동선","2019.11",1104048,19429
"제2영동선","2019.12",1053972,18333
"제2영동선","2020.01",985263,16156
"제2영동선","2020.02",892774,15729
"제2영동선","2020.03",901142,16870
"제2영동선","2020.04",1001902,17235
"제2영동선","2020.05",1171972,17030
"제2영동선","2020.06",1117175,18504
"제2영동선","2020.07",1167153,18256
"제2영동선","2020.08",1206447,16650
"제2영동선","2020.09",1076086,18621
"제2영동선","2020.10",1237278,18359
"제2영동선","2020.11",1091213,18549
"제2영동선","2020.12",941340,18401
"제2영동선","2021.01",872888,16071
"제2영동선","2021.02",981339,14704
"제2영동선","2021.03",1023790,18509
"제2영동선","2021.04",1103790,18574
"제2영동선","2021.05",1207263,17855
"제2영동선","2021.06",1153682,19202
"제2영동선","2021.07",1216144,19291
"제2영동선","2021.08",1279215,18252
"제2영동선","2021.09",1199711,18272
"제2영동선","2021.10",1281312,20274
"제2영동선","2021.11",1124783,20725
"제2영동선","2021.12",1051710,20701
"제2영동선","2022.01",1084632,17842
"제2영동선","2022.02",998348,15613
"제2영동선","2022.03",991781,20167
"제2영동선","2022.04",1135440,20183
"제2영동선","2022.05",1243001,20415
"제2영동선","2022.06",1170376,19322
"제2영동선","2022.07",1241430,19723
"제2영동선","2022.08",1285893,19816
"제2영동선","2022.09",978815,19238
"제2영동선","2022.10",1276953,20811
"제2영동선","2022.11",1130298,21009
"제2영동선","2022.12",1034274,19911
"제2영동선","2023.01",1050082,17018
"제2영동선","2023.02",1012865,17395
"제2영동선","2023.03",1084039,20831
"제2영동선","2023.04",1142816,19642
"제2영동선","2023.05",1222748,20711
"제2영동선","2023.06",1197274,20016
"제2영동선","2023.07",1210016,19978
"제2영동선","2023.08",1291133,20130
"제2영동선","2023.09",1196702,19244
"제2영동선","2023.10",1254883,20694
"제2영동선","2023.11",1110933,20573
"제2영동선","2023.12",1082383,19229
"중앙선(대구부산선)","2015.01",9696154,392014
"중앙선(대구부산선)","2015.02",9528749,336324
"중앙선(대구부산선)","2015.03",10095967,422842
"중앙선(대구부산선)","2015.04",10149172,427708
"중앙선(대구부산선)","2015.05",11587961,412421
"중앙선(대구부산선)","2015.06",9875249,419934
"중앙선(대구부산선)","2015.07",11128087,436344
"중앙선(대구부산선)","2015.08",11934835,386755
"중앙선(대구부산선)","2015.09",11740162,405882
"중앙선(대구부산선)","2015.10",11721976,452617
"중앙선(대구부산선)","2015.11",11014939,412019
"중앙선(대구부산선)","2015.12",10845504,415240
"중앙선(대구부산선)","2016.01",10336676,370828
"중앙선(대구부산선)","2016.02",10569954,336959
"중앙선(대구부산선)","2016.03",10714137,416569
"중앙선(대구부산선)","2016.04",11245130,403835
"중앙선(대구부산선)","2016.05",12217711,413201
"중앙선(대구부산선)","2016.06",11334035,408963
"중앙선(대구부산선)","2016.07",11764880,402328
"중앙선(대구부산선)","2016.08",12573201,403741
"중앙선(대구부산선)","2016.09",11694598,375170
"중앙선(대구부산선)","2016.10",11466913,400085
"중앙선(대구부산선)","2016.11",11006575,406932
"중앙선(대구부산선)","2016.12",11088841,401674
"중앙선(대구부산선)","2017.01",11299939,349212
"중앙선(대구부산선)","2017.02",9980450,350398
"중앙선(대구부산선)","2017.03",11114656,407697
"중앙선(대구부산선)","2017.04",11619692,393774
"중앙선(대구부산선)","2017.05",12380298,410913
"중앙선(대구부산선)","2017.06",11672697,414909
"중앙선(대구부산선)","2017.07",12208056,405731
"중앙선(대구부산선)","2017.08",12978260,400591
"중앙선(대구부산선)","2017.09",12067616,431573
"중앙선(대구부산선)","2017.10",13270927,366100
"중앙선(대구부산선)","2017.11",11804146,420117
"중앙선(대구부산선)","2017.12",11470883,381051
"중앙선(대구부산선)","2018.01",10735491,371953
"중앙선(대구부산선)","2018.02",9187406,313036
"중앙선(대구부산선)","2018.03",11696670,389841
"중앙선(대구부산선)","2018.04",12024716,392916
"중앙선(대구부산선)","2018.05",12925279,408205
"중앙선(대구부산선)","2018.06",12247915,393104
"중앙선(대구부산선)","2018.07",12740741,399227
"중앙선(대구부산선)","2018.08",13321823,385671
"중앙선(대구부산선)","2018.09",11479751,351284
"중앙선(대구부산선)","2018.10",12949659,429883
"중앙선(대구부산선)","2018.11",12304562,405443
"중앙선(대구부산선)","2018.12",11767532,360404
"중앙선(대구부산선)","2019.01",11209797,365112
"중앙선(대구부산선)","2019.02",11173931,293361
"중앙선(대구부산선)","2019.03",12117233,368464
"중앙선(대구부산선)","2019.04",11952088,382949
"중앙선(대구부산선)","2019.05",12834415,392875
"중앙선(대구부산선)","2019.06",12259768,361986
"중앙선(대구부산선)","2019.07",12157910,378880
"중앙선(대구부산선)","2019.08",13084443,356915
"중앙선(대구부산선)","2019.09",12086480,328013
"중앙선(대구부산선)","2019.10",13683270,412924
"중앙선(대구부산선)","2019.11",12771631,383170
"중앙선(대구부산선)","2019.12",12181239,363488
"중앙선(대구부산선)","2020.01",11320162,329909
"중앙선(대구부산선)","2020.02",9719295,331086
"중앙선(대구부산선)","2020.03",9262159,349954
"중앙선(대구부산선)","2020.04",10783926,352619
"중앙선(대구부산선)","2020.05",12697232,352303
"중앙선(대구부산선)","2020.06",12046928,363904
"중앙선(대구부산선)","2020.07",12367305,364098
"중앙선(대구부산선)","2020.08",12912072,345282
"중앙선(대구부산선)","2020.09",11893717,373176
"중앙선(대구부산선)","2020.10",13476421,365181
"중앙선(대구부산선)","2020.11",12455609,374650
"중앙선(대구부산선)","2020.12",11779172,407597
"중앙선(대구부산선)","2021.01",11590882,393431
"중앙선(대구부산선)","2021.02",12308975,353163
"중앙선(대구부산선)","2021.03",13342842,440373
"중앙선(대구부산선)","2021.04",13608075,436955
"중앙선(대구부산선)","2021.05",14579347,417044
"중앙선(대구부산선)","2021.06",13693575,431242
"중앙선(대구부산선)","2021.07",14149032,438017
"중앙선(대구부산선)","2021.08",14380137,409498
"중앙선(대구부산선)","2021.09",14522393,399544
"중앙선(대구부산선)","2021.10",15314058,435102
"중앙선(대구부산선)","2021.11",14195956,437479
"중앙선(대구부산선)","2021.12",13428382,434051
"중앙선(대구부산선)","2022.01",13403285,396965
"중앙선(대구부산선)","2022.02",12001114,353749
"중앙선(대구부산선)","2022.03",12620657,432440
"중앙선(대구부산선)","2022.04",16283917,509948
"중앙선(대구부산선)","2022.05",17773641,523763
"중앙선(대구부산선)","2022.06",16471226,509020
"중앙선(대구부산선)","2022.07",17100432,513513
"중앙선(대구부산선)","2022.08",21211391,510538
"중앙선(대구부산선)","2022.09",14273793,475198
"중앙선(대구부산선)","2022.10",18450012,521130
"중앙선(대구부산선)","2022.11",16819233,530627
"중앙선(대구부산선)","2022.12",15377088,489844
"중앙선(대구부산선)","2023.01",13829595,384621
"중앙선(대구부산선)","2023.02",13325896,407192
"중앙선(대구부산선)","2023.03",14857575,469330
"중앙선(대구부산선)","2023.04",15134377,443679
"중앙선(대구부산선)","2023.05",16045186,466151
"중앙선(대구부산선)","2023.06",15416099,467106
"중앙선(대구부산선)","2023.07",15544394,454036
"중앙선(대구부산선)","2023.08",16211378,459069
"중앙선(대구부산선)","2023.09",16350373,445182
"중앙선(대구부산선)","2023.10",16512398,471372
"중앙선(대구부산선)","2023.11",15252689,475338
"중앙선(대구부산선)","2023.12",15224494,439667
"서울양양선","2015.01",881356,13013
"서울양양선","2015.02",834267,12059
"서울양양선","2015.03",793485,15128
"서울양양선","2015.04",927526,19381
"서울양양선","2015.05",1294188,23731
"서울양양선","2015.06",904175,22377
"서울양양선","2015.07",1041851,23829
"서울양양선","2015.08",1284833,13273
"서울양양선","2015.09",969905,13716
"서울양양선","2015.10",1057241,17029
"서울양양선","2015.11",885826,14376
"서울양양선","2015.12",857226,12938
"서울양양선","2016.01",899511,11258
"서울양양선","2016.02",821506,9810
"서울양양선","2016.03",795242,12920
"서울양양선","2016.04",929782,13654
"서울양양선","2016.05",1075559,15193
"서울양양선","2016.06",1045349,14909
"서울양양선","2016.07",1194040,14893
"서울양양선","2016.08",1410655,14781
"서울양양선","2016.09",1028393,13885
"서울양양선","2016.10",1053635,15300
"서울양양선","2016.11",846530,13991
"서울양양선","2016.12",790054,12106
"서울양양선","2017.01",835544,9871
"서울양양선","2017.02",734662,9865
"서울양양선","2017.03",781917,12287
"서울양양선","2017.04",869181,13048
"서울양양선","2017.05",992168,13600
"서울양양선","2017.06",956633,14225
"서울양양선","2017.07",1430140,17707
"서울양양선","2017.08",1614485,17414
"서울양양선","2017.09",1164696,19422
"서울양양선","2017.10",1494657,17409
"서울양양선","2017.11",1058197,18663
"서울양양선","2017.12",1069306,16436
"서울양양선","2018.01",1050370,14960
"서울양양선","2018.02",830216,13460
"서울양양선","2018.03",1062665,16883
"서울양양선","2018.04",1129717,18338
"서울양양선","2018.05",1308586,20111
"서울양양선","2018.06",1299348,19927
"서울양양선","2018.07",1432297,20607
"서울양양선","2018.08",1672614,19206
"서울양양선","2018.09",1142282,17743
"서울양양선","2018.10",1367290,22724
"서울양양선","2018.11",1097654,18521
"서울양양선","2018.12",1126840,15780
"서울양양선","2019.01",1150608,14352
"서울양양선","2019.02",1119397,11400
"서울양양선","2019.03",1116992,15057
"서울양양선","2019.04",1048040,17358
"서울양양선","2019.05",1274139,18518
"서울양양선","2019.06",1309146,17591
"서울양양선","2019.07",1384129,18404
"서울양양선","2019.08",1753557,18482
"서울양양선","2019.09",1214442,16133
"서울양양선","2019.10",1406240,20257
"서울양양선","2019.11",1234347,19354
"서울양양선","2019.12",1208080,17295
"서울양양선","2020.01",1146080,14636
"서울양양선","2020.02",993762,14259
"서울양양선","2020.03",1084203,16128
"서울양양선","2020.04",1192952,17945
"서울양양선","2020.05",1411413,17769
"서울양양선","2020.06",1399968,18693
"서울양양선","2020.07",1500708,17904
"서울양양선","2020.08",1632104,15904
"서울양양선","2020.09",1270851,17703
"서울양양선","2020.10",1577937,17983
"서울양양선","2020.11",1273287,17699
"서울양양선","2020.12",1150392,16358
"서울양양선","2021.01",1048206,13657
"서울양양선","2021.02",1200608,12803
"서울양양선","2021.03",1116353,16761
"서울양양선","2021.04",1283421,17906
"서울양양선","2021.05",1467024,17631
"서울양양선","2021.06",1390482,18515
"서울양양선","2021.07",1563175,19210
"서울양양선","2021.08",1655934,17305
"서울양양선","2021.09",1417094,16263
"서울양양선","2021.10",1592930,18018
"서울양양선","2021.11",1327681,18415
"서울양양선","2021.12",1229744,16448
"서울양양선","2022.01",1306554,13939
"서울양양선","2022.02",1148577,12153
"서울양양선","2022.03",1028173,15608
"서울양양선","2022.04",1335497,17205
"서울양양선","2022.05",1528128,18013
"서울양양선","2022.06",1460519,17381
"서울양양선","2022.07",1639717,17706
"서울양양선","2022.08",1778851,17684
"서울양양선","2022.09",1153780,16227
"서울양양선","2022.10",1596524,18420
"서울양양선","2022.11",1275209,18298
"서울양양선","2022.12",1229817,15931
"서울양양선","2023.01",1235087,12923
"서울양양선","2023.02",1192003,12769
"서울양양선","2023.03",1213934,16098
"서울양양선","2023.04",1300774,16941
"서울양양선","2023.05",1429266,18355
"서울양양선","2023.06",1421596,17719
"서울양양선","2023.07",1525922,17560
"서울양양선","2023.08",1716228,17775
"서울양양선","2023.09",1458591,17720
